,Brand,Model,Mileage,Year,Price,Price Drop
546,GMC,Yukon,16299,2019,49994,FALSE
547,Porsche,911,23100,2001,39988,FALSE
548,Lexus,NX,12950,2019,39995,FALSE
549,Mazda,Mazda3,16955,2018,19988,FALSE
550,Honda,CR-V,9295,2020,33788,FALSE
551,Land Rover,Range Rover Sport,69168,2013,25988,FALSE
552,Nissan,Altima,51864,2015,13800,FALSE
553,Ford,Fusion,57530,2016,15990,FALSE
554,BMW,Z4,85789,2011,19995,FALSE
555,Honda,Civic,22930,2021,26998,FALSE
556,Toyota,Camry,50286,2019,23998,FALSE
557,Mercedes-Benz,E-Class,71670,2014,20999,FALSE
558,Toyota,Camry,370403,2016,9994,FALSE
559,Acura,RDX,30477,2019,37480,FALSE
560,Bentley,Bentayga,36066,2018,154995,FALSE
561,Lexus,IS,11269,2020,35998,FALSE
562,Ford,Explorer,46886,2018,39991,FALSE
563,BMW,X3,29781,2021,50787,FALSE
564,BMW,X3,32616,2019,36998,FALSE
565,Nissan,Sentra,53262,2019,16998,FALSE
566,Chevrolet,Equinox,60551,2012,13999,FALSE
567,BMW,6 Series,44928,2019,51995,FALSE
568,Jeep,Wrangler,25997,2017,32998,FALSE
569,Nissan,Pathfinder,72711,2019,23999,TRUE
570,Mercedes-Benz,GLA,29753,2016,29295,FALSE
571,Kia,Niro EV,927,2021,42985,FALSE
572,Mercedes-Benz,C-Class,59378,2018,28998,FALSE
573,GMC,Sierra 1500,89689,2013,25999,FALSE
574,INFINITI,QX60,38456,2018,32999,TRUE
575,Ford,F-150,78777,2011,19500,FALSE
576,Nissan,Pathfinder,87500,2015,18995,FALSE
577,Mercedes-Benz,CLA,44869,2016,26998,FALSE
578,Honda,Pilot,33832,2018,30995,FALSE
579,Mercedes-Benz,E-Class,26922,2019,53418,FALSE
580,Subaru,Outback,25777,2017,30998,FALSE
581,Ford,F-150,66435,2019,36998,FALSE
582,Toyota,4Runner,42229,2020,36597,FALSE
583,Porsche,Cayenne,8066,2019,71995,FALSE
584,Audi,S4,28243,2018,44987,FALSE
585,Toyota,Camry,38676,2019,24500,FALSE
586,Nissan,Titan XD,49714,2019,48998,FALSE
587,Honda,Accord,57890,2016,22000,FALSE
588,Ford,Mustang,66274,2017,24998,FALSE
589,Honda,CR-V,13803,2019,29998,FALSE
590,MINI,Hardtop,40282,2017,21988,FALSE
591,Honda,Accord,64725,2017,21889,FALSE
592,Hyundai,Sonata,26036,2019,25998,FALSE
593,Tesla,Model 3,2183,2021,51998,FALSE
594,Jeep,Renegade,57238,2018,19999,FALSE
595,Ford,Explorer,23222,2020,52991,FALSE
596,Lincoln,MKZ,10545,2018,29691,FALSE
597,Mercedes-Benz,S-Class,71880,2015,41875,FALSE
598,Chevrolet,Malibu,45293,2018,19590,FALSE
599,Ford,Explorer,60395,2017,29000,FALSE
600,Honda,Civic,29506,2018,24000,FALSE
601,Chevrolet,Silverado 1500,21408,2018,41200,FALSE
602,Mercedes-Benz,E-Class,48587,2017,34998,FALSE
603,Toyota,Corolla,51062,2020,18597,FALSE
604,Toyota,Camry,42265,2019,24988,FALSE
605,Honda,Civic,10773,2020,27480,FALSE
606,Mercedes-Benz,E-Class,45416,2019,39498,FALSE
607,Toyota,Highlander,37025,2018,31998,FALSE
608,Toyota,Corolla,36982,2018,20995,FALSE
609,BMW,X3,87109,2013,14999,FALSE
610,Mercedes-Benz,GLC,72800,2019,44355,FALSE
611,Ford,F-150,49910,2019,38998,FALSE
612,Honda,Odyssey,163382,2007,6975,FALSE
613,Chrysler,Town & Country,79510,2014,13995,FALSE
614,Cadillac,XT4,42960,2019,36295,FALSE
615,Toyota,Corolla,62719,2019,18965,FALSE
616,Kia,Soul,7386,2019,17998,FALSE
617,BMW,X4,22776,2019,46500,FALSE
618,Volkswagen,Tiguan,43020,2019,29995,FALSE
619,Toyota,Camry,33241,2019,25998,FALSE
620,Honda,Accord,94047,2019,25999,FALSE
621,BMW,3 Series,99406,2008,13988,FALSE
622,Tesla,Model 3,18610,2020,58998,FALSE
623,Honda,CR-V,21161,2019,34830,FALSE
624,Nissan,370Z,17672,2020,34998,FALSE
625,Ford,F-150,81475,2015,29998,FALSE
626,Chevrolet,Colorado,21209,2021,38899,FALSE
627,Mercedes-Benz,GLE,44495,2018,34990,FALSE
628,Dodge,Grand Caravan,86730,2019,21998,FALSE
629,Honda,Accord,139507,2018,20900,FALSE
630,Ford,Explorer,150532,2013,12991,FALSE
631,Mazda,CX-5,36808,2018,27998,FALSE
632,Honda,Civic,47172,2018,22980,FALSE
633,Lexus,ES,15232,2019,42993,FALSE
634,Toyota,Corolla,82282,2018,16955,FALSE
635,Porsche,Macan,93185,2017,45995,FALSE
636,Porsche,Macan,12,2018,48988,FALSE
637,Kia,Soul,85402,2011,8890,FALSE
638,Ford,Fusion,13881,2020,22998,FALSE
639,Toyota,Corolla,59444,2019,18990,FALSE
640,Honda,Accord,86135,2018,23762,FALSE
641,Volvo,XC60,30940,2018,38295,FALSE
642,Kia,Optima,26711,2020,25955,FALSE
643,Audi,A4,108082,2012,11988,FALSE
644,Toyota,Camry,40202,2018,28991,FALSE
645,Toyota,C-HR,85359,2018,19988,FALSE
646,BMW,3 Series,90212,2015,15499,FALSE
647,Volvo,XC60,55743,2019,34500,FALSE
648,Ford,Super Duty F-250,112278,2011,30500,FALSE
649,Honda,Accord,85543,2018,24998,FALSE
650,BMW,i3,36321,2016,18995,FALSE
651,Ford,Mustang,67634,2017,22890,FALSE
652,Ford,Fusion,82880,2018,15250,FALSE
653,GMC,Sierra 1500,28132,2018,36998,FALSE
654,Volkswagen,Passat,86132,2018,21998,FALSE
655,Ford,F-150,71294,2018,30990,FALSE
656,Volkswagen,Tiguan,19598,2018,34998,FALSE
657,Acura,TL,135774,2005,8988,FALSE
658,BMW,Z4,6647,2021,53747,FALSE
659,Chevrolet,Silverado 1500,1921,2021,44991,FALSE
660,Subaru,Outback,25198,2019,32995,FALSE
661,Toyota,Corolla,67717,2017,18500,FALSE
662,Ford,F-150,56181,2018,31998,FALSE
663,Porsche,Macan,9480,2021,55995,FALSE
664,Kia,Optima,80373,2019,18992,FALSE
665,Mercedes-Benz,GLE,22787,2020,60998,FALSE
666,Ford,F-150,127228,2018,30998,FALSE
667,Ford,F-150,49216,2020,38998,FALSE
668,Dodge,Challenger,36969,2017,26998,FALSE
669,Lexus,IS,53710,2016,26455,FALSE
670,Toyota,RAV4,93618,2018,21499,FALSE
671,smart,fortwo electric drive,14120,2018,14699,FALSE
672,Ford,Escape,41523,2017,18590,FALSE
673,Chevrolet,Avalanche,78918,2006,16999,FALSE
674,Dodge,Charger,47449,2019,26998,FALSE
675,Mercedes-Benz,GLS,46700,2019,56400,FALSE
676,Buick,Enclave,129519,2011,8499,FALSE
677,Toyota,Camry,68029,2016,18500,FALSE
678,MINI,Hardtop,40630,2016,21998,FALSE
679,Toyota,RAV4,13183,2019,35998,FALSE
680,Ford,F-150,80509,2013,27500,FALSE
681,Jeep,Grand Cherokee,66893,2018,27999,FALSE
682,Ford,Explorer,38716,2017,30991,FALSE
683,Lexus,IS,46161,2016,27998,FALSE
684,Chevrolet,Silverado 1500,70642,2018,35998,FALSE
685,Ford,Mustang,147768,2007,9999,FALSE
686,Ford,Fusion,1267,2020,26491,FALSE
687,Acura,RDX,21187,2019,38480,FALSE
688,Lexus,RX,14121,2019,41998,FALSE
689,Toyota,Highlander,14238,2019,39998,FALSE
690,Mercedes-Benz,GL,109985,2015,30988,FALSE
691,Audi,A3,39430,2018,31998,FALSE
692,Toyota,Corolla,42742,2020,21988,FALSE
693,Hyundai,Elantra,30980,2019,20950,FALSE
694,Land Rover,Range Rover,18169,2019,89992,FALSE
695,Toyota,Corolla,64244,2019,18965,FALSE
696,Honda,Civic,38740,2020,28434,FALSE
697,Mazda,CX-5,74182,2015,20998,FALSE
698,Toyota,Camry,24678,2018,26888,FALSE
699,Ram,1500,58666,2019,39998,FALSE
700,Acura,TLX,21523,2019,29980,FALSE
701,Tesla,Model 3,12199,2018,42590,FALSE
702,Ford,Fiesta,96945,2015,9478,FALSE
703,Dodge,Challenger,47192,2019,29900,FALSE
704,Audi,A8,140063,2013,19500,FALSE
705,Lexus,RX,28706,2020,47998,FALSE
706,Lexus,RX,16630,2019,41895,FALSE
707,Toyota,Corolla,25209,2020,21690,TRUE
708,Dodge,Challenger,27046,2019,30800,FALSE
709,Chevrolet,Express Cargo Van,15921,2019,37865,FALSE
710,Mercedes-Benz,E-Class,32846,2018,39990,FALSE
711,Honda,Accord,46183,2018,27998,FALSE
712,Acura,TLX,131000,2015,14990,FALSE
713,Toyota,Corolla,59912,2019,19920,FALSE
714,GMC,Acadia,55435,2017,31988,FALSE
715,Honda,CR-V,59283,2018,26495,FALSE
716,Jeep,Wrangler,41053,2017,27697,FALSE
717,Hyundai,Santa Fe Sport,45096,2017,18990,FALSE
718,Acura,MDX,20600,2020,45980,FALSE
719,Ford,Fusion,38930,2017,19998,FALSE
720,Honda,Pilot,23560,2020,32991,FALSE
721,Audi,A4,61765,2012,14995,FALSE
722,Mercedes-Benz,AMG GT,8536,2016,102990,FALSE
723,Ford,Explorer,13798,2020,39990,FALSE
724,Jeep,Grand Cherokee,37535,2021,39997,FALSE
725,Nissan,Altima,49524,2020,20297,FALSE
726,Chevrolet,Tahoe,60331,2019,50431,FALSE
727,Hyundai,Santa Fe,43465,2020,25897,FALSE
728,Ford,Explorer,41770,2017,27900,FALSE
729,Toyota,Camry,133873,2017,14599,FALSE
730,Mercedes-Benz,E-Class,59325,2018,36998,FALSE
731,Chevrolet,Tahoe,91508,2017,37900,FALSE
732,Tesla,Model S,25051,2018,87900,FALSE
733,Jeep,Wrangler,22383,2018,40998,FALSE
734,BMW,X3,28379,2019,34998,FALSE
735,Nissan,Rogue,72106,2018,18995,FALSE
736,Nissan,Rogue,25984,2018,21990,FALSE
737,Ford,Explorer,12243,2020,39991,FALSE
738,Cadillac,Escalade,35020,2019,57990,FALSE
739,Ram,1500,9842,2020,45998,FALSE
740,Volkswagen,Jetta,12509,2019,19990,FALSE
741,Toyota,Corolla,9818,2021,22998,FALSE
742,Chevrolet,Cruze,53090,2015,11990,FALSE
743,Honda,Accord,62759,2016,21995,FALSE
744,Jeep,Wrangler,80010,2015,35999,FALSE
745,Jeep,Gladiator,19755,2020,41988,FALSE
746,Toyota,RAV4,25559,2019,28998,FALSE
747,Ram,1500,7893,2014,21590,FALSE
748,Toyota,Corolla,31025,2019,20998,FALSE
749,BMW,X3,2658,2021,56947,FALSE
750,Honda,Civic,46630,2018,22999,FALSE
751,Jeep,Grand Cherokee,105085,2018,29998,FALSE
752,Kia,Sportage,56575,2019,23997,FALSE
753,Toyota,Corolla,11961,2018,20999,FALSE
754,Mercedes-Benz,C-Class,42659,2018,31925,FALSE
755,BMW,X5,20950,2020,55998,FALSE
756,Toyota,Corolla,63247,2019,18965,FALSE
757,Porsche,Macan,10383,2021,55993,FALSE
758,Ford,Explorer,66287,2017,28159,FALSE
759,Jeep,Grand Cherokee,83401,2017,27998,FALSE
760,Chevrolet,Silverado 1500,7513,2020,42998,FALSE
761,Mercedes-Benz,E-Class,74875,2018,37900,FALSE
762,Toyota,Prius c,99530,2015,14325,FALSE
763,Hyundai,Tucson,41646,2018,27998,FALSE
764,Hyundai,Tucson,45294,2020,24297,FALSE
765,Toyota,Tacoma,8631,2021,44995,FALSE
766,Tesla,Model S,22779,2018,90500,FALSE
767,Honda,Accord,18575,2020,29998,FALSE
768,Ford,Fusion,61090,2017,17590,FALSE
769,Ford,Econoline Commercial Cutaway,76554,2013,21999,FALSE
770,Jeep,Wrangler,24889,2018,37998,FALSE
771,BMW,X3,26496,2019,38455,FALSE
772,Honda,Civic,45040,2018,24500,FALSE
773,Chevrolet,Trax,75250,2020,17990,FALSE
774,Ford,F-150,96518,2017,29998,FALSE
775,BMW,M3,29977,2017,59988,FALSE
776,Mercedes-Benz,C-Class,17978,2019,37588,FALSE
777,Chevrolet,Silverado 1500,20186,2017,42900,FALSE
778,Toyota,Sienna,61389,2015,28998,FALSE
779,Ford,Fusion,23681,2019,29991,FALSE
780,Porsche,Cayenne,21993,2019,72993,FALSE
781,Ford,F-150,80684,2018,34998,FALSE
782,Acura,TLX,22559,2019,37480,FALSE
783,Toyota,Camry,94023,2014,15000,FALSE
784,Ford,F-150,99604,2018,28999,FALSE
785,Ram,1500,31435,2019,41998,FALSE
786,Ford,Escape,32702,2018,23998,FALSE
787,Ford,Super Duty F-250,36214,2018,48995,FALSE
788,Toyota,RAV4,58790,2018,25998,FALSE
789,Ford,Explorer,81478,2016,25900,FALSE
790,Chevrolet,Equinox,16775,2020,27428,FALSE
791,Chevrolet,Silverado 1500,15076,2020,41561,FALSE
792,Hyundai,Elantra,163225,2016,9999,FALSE
793,Chevrolet,Silverado 1500,84822,2017,30998,FALSE
794,Jeep,Compass,34355,2018,25991,FALSE
795,Ford,Explorer,20911,2018,32998,FALSE
796,Lincoln,Corsair,13522,2020,45998,FALSE
797,Kia,Optima,36538,2020,22998,FALSE
798,Jeep,Wrangler,29626,2018,33998,FALSE
799,Honda,Odyssey,53313,2019,34998,FALSE
800,Toyota,RAV4,38775,2020,27997,FALSE
801,Honda,Accord,98208,2013,15995,FALSE
802,BMW,X3,28368,2019,39995,FALSE
803,Dodge,Grand Caravan,54503,2019,25998,FALSE
804,Nissan,Sentra,26572,2019,21900,FALSE
805,Mazda,CX-5,54728,2018,23995,FALSE
806,Toyota,Highlander,56085,2019,34998,FALSE
807,BMW,X3,37934,2019,35998,FALSE
808,Honda,Civic,43806,2018,24998,FALSE
809,BMW,3 Series,37091,2018,30998,FALSE
810,Ford,F-150,33341,2019,39995,FALSE
811,Toyota,Camry,23483,2020,29992,FALSE
812,Nissan,Titan,48001,2017,29995,FALSE
813,Jeep,Wrangler,39563,2018,34990,FALSE
814,Tesla,Model 3,47082,2019,47000,FALSE
815,Ford,Edge,44473,2020,27997,FALSE
816,Ford,Escape,28216,2019,24998,FALSE
817,Nissan,Versa,44843,2019,15590,FALSE
818,Land Rover,Range Rover Evoque,21600,2018,35998,FALSE
819,Dodge,Charger,80738,2015,27998,FALSE
820,Chevrolet,Equinox,60038,2020,23998,FALSE
821,Nissan,Frontier,45856,2019,26998,FALSE
822,Toyota,Sienna,6390,2021,54988,FALSE
823,Mazda,Mazda3,53388,2018,18498,FALSE
824,Kia,Optima,47162,2018,19988,FALSE
825,Chevrolet,Silverado 1500,138022,2017,20991,FALSE
826,Ford,Edge,8801,2020,30998,FALSE
827,Toyota,Tacoma,60004,2018,32998,FALSE
828,Mercedes-Benz,E-Class,122972,2012,13921,FALSE
829,Chevrolet,Silverado 1500,75059,2018,30552,FALSE
830,Toyota,Tacoma,23276,2019,40999,FALSE
831,MINI,Cooper Paceman,33355,2015,23467,FALSE
832,Ford,F-150,73979,2013,31998,FALSE
833,Honda,Accord,38028,2019,28988,FALSE
834,Subaru,Outback,40130,2018,30988,FALSE
835,Mercedes-Benz,C-Class,25189,2019,36488,FALSE
836,Mercedes-Benz,C-Class,41338,2017,28998,FALSE
837,Volkswagen,Touareg,151120,2005,6500,FALSE
838,Toyota,Corolla,60885,2019,18965,FALSE
839,Chevrolet,Tahoe,89575,2015,32998,FALSE
840,Chevrolet,Silverado 1500,9609,2018,43998,FALSE
841,Volkswagen,Jetta,8638,2019,22998,FALSE
842,Toyota,Camry,3440,2020,28998,FALSE
843,BMW,M3,69190,2015,38590,FALSE
844,Subaru,Forester,63515,2018,25995,FALSE
845,Ford,Escape,40955,2018,22998,FALSE
846,Volvo,V60,28613,2020,38998,FALSE
847,BMW,5 Series,25412,2019,39995,FALSE
848,Honda,Civic,19837,2018,24998,FALSE
849,GMC,Sierra 1500,28382,2018,47880,FALSE
850,Ram,1500 Classic,35259,2019,32995,FALSE
851,Toyota,C-HR,18836,2021,28998,FALSE
852,Nissan,Rogue,78325,2019,21998,FALSE
853,Audi,A4,54791,2017,26998,FALSE
854,Ford,Escape,46763,2017,20998,FALSE
855,Toyota,Camry,58234,2018,26900,FALSE
856,Ford,Explorer,25644,2020,38998,FALSE
857,BMW,X3,59797,2017,23900,FALSE
858,Toyota,Highlander,33661,2019,39950,FALSE
859,Chevrolet,Equinox,46735,2019,23998,FALSE
860,Honda,Civic,51646,2016,22495,FALSE
861,Honda,Accord,43497,2018,26998,FALSE
862,Ford,Edge,34884,2018,29998,FALSE
863,Toyota,Corolla,51476,2020,19995,FALSE
864,Jeep,Renegade,19823,2018,20990,FALSE
865,Chevrolet,Silverado 1500,18548,2020,31566,FALSE
866,Ram,1500,36932,2016,33998,FALSE
867,Dodge,Challenger,58867,2019,33991,FALSE
868,Volkswagen,Tiguan,56915,2018,24995,FALSE
869,Audi,A4,28990,2018,31998,FALSE
870,Toyota,Highlander,109196,2015,23495,FALSE
871,Jeep,Cherokee,17702,2019,31998,FALSE
872,Ford,Edge,29295,2018,25590,FALSE
873,Jeep,Wrangler,53243,2017,30998,FALSE
874,Toyota,Camry,12624,2019,26988,FALSE
875,Nissan,Frontier,35232,2019,25995,FALSE
876,Acura,RDX,13608,2019,41480,FALSE
877,Nissan,Altima,70258,2018,18488,FALSE
878,Jeep,Compass,66594,2018,17498,FALSE
879,Mercedes-Benz,SL,89199,1999,12888,FALSE
880,FIAT,500e,16100,2018,17435,FALSE
881,Toyota,Corolla,47432,2009,11495,FALSE
882,Ford,F-150,34320,2018,31500,FALSE
883,BMW,M3,19457,2017,59995,FALSE
884,Chevrolet,Malibu,101403,2018,14991,FALSE
885,Mazda,CX-5,49702,2019,26998,FALSE
886,Porsche,911,31548,2013,79988,FALSE
887,Toyota,C-HR,132177,2019,18988,FALSE
888,BMW,3 Series,122288,2007,7975,FALSE
889,Honda,CR-V,17038,2019,30995,FALSE
890,Toyota,Tacoma,32767,2019,31998,FALSE
891,Mazda,CX-5,91951,2018,22888,FALSE
892,Lexus,ES,17019,2019,39998,FALSE
893,Mercedes-Benz,C-Class,81883,2014,15990,FALSE
894,Ford,Escape,114416,2014,9995,FALSE
895,Ford,Explorer,49233,2018,29998,FALSE
896,BMW,3 Series,80896,2015,18950,FALSE
897,Ford,Edge,27672,2019,33998,FALSE
898,BMW,3 Series,38940,2018,28995,FALSE
899,Ram,1500 Classic,35954,2019,36500,FALSE
900,Jeep,Gladiator,48976,2020,48995,FALSE
901,Toyota,Camry,12985,2020,28998,FALSE
902,Mitsubishi,Outlander,38537,2020,23197,FALSE
903,Toyota,Camry,20836,2020,32998,FALSE
904,Jeep,Wrangler,67559,2017,29998,FALSE
905,Toyota,Corolla,21746,2019,20998,FALSE
906,MINI,Cooper,64506,2010,7999,FALSE
907,Kia,Optima,46867,2019,20998,FALSE
908,Mercedes-Benz,C-Class,31918,2018,32999,FALSE
909,Dodge,Charger,21772,2019,45850,FALSE
910,BMW,3 Series,36309,2013,18999,FALSE
911,Toyota,Camry,24680,2019,27998,FALSE
912,Nissan,Frontier,50734,2018,27999,FALSE
913,Nissan,Sentra,30098,2019,19998,FALSE
914,Mercedes-Benz,S-Class,27468,2015,52998,FALSE
915,Chevrolet,Equinox,48019,2018,23998,FALSE
916,Mercedes-Benz,GLA,48834,2018,27495,FALSE
917,Porsche,911,8053,2019,165988,FALSE
918,Toyota,Camry,34234,2019,22990,FALSE
919,Honda,Civic,6633,2019,23998,FALSE
920,Honda,Civic,11074,2019,23990,FALSE
921,Mercedes-Benz,GLC,38812,2019,37955,FALSE
922,Mercedes-Benz,CLK,67100,2005,11988,FALSE
923,Ford,Escape,23260,2020,25998,FALSE
924,Mercedes-Benz,C-Class,41150,2018,27295,FALSE
925,Honda,CR-V,58925,2018,33900,FALSE
926,Lexus,RX,17025,2019,41990,FALSE
927,Mercedes-Benz,C-Class,22984,2018,47999,FALSE
928,Honda,Civic,54280,2017,21999,FALSE
929,Ford,Escape,26561,2019,26898,FALSE
930,Chevrolet,Cruze,58373,2018,17420,FALSE
931,INFINITI,QX60,59511,2018,27999,FALSE
932,Ram,1500,37884,2019,39590,FALSE
933,Jeep,Cherokee,28211,2019,30998,FALSE
934,Ford,Fusion,90825,2016,15999,FALSE
935,Toyota,Camry,19709,2020,26990,FALSE
936,Toyota,RAV4,24723,2018,26999,FALSE
937,Volkswagen,Tiguan,45193,2020,25397,FALSE
938,Mazda,CX-5,16567,2020,28251,FALSE
939,Honda,Civic,18257,2019,41998,FALSE
940,Mazda,CX-5,21788,2020,30000,FALSE
941,Jeep,Wrangler,51497,2016,35900,FALSE
942,Dodge,Charger,45538,2019,27998,FALSE
943,McLaren,600LT,5054,2019,249991,FALSE
944,Tesla,Model 3,7794,2021,46990,FALSE
945,Honda,Civic,13738,2020,25686,FALSE
946,Honda,Civic,141462,2012,10500,FALSE
947,Ford,Edge,65930,2017,20590,FALSE
948,INFINITI,Q45,99987,2000,8500,FALSE
949,Ford,F-150,104977,2016,26998,FALSE
950,Toyota,Corolla,60964,2019,19317,FALSE
951,Toyota,Camry,54474,2017,21998,FALSE
952,Ford,F-150,39370,2018,29998,FALSE
953,Jeep,Wrangler,24103,2018,37590,FALSE
954,Ford,Expedition,96723,2017,26998,FALSE
955,Ford,Escape,46215,2018,20998,FALSE
956,Toyota,Highlander,25243,2020,38900,FALSE
957,BMW,5 Series,99495,2017,28418,FALSE
958,Nissan,Altima,23959,2020,24990,FALSE
959,Ford,F-150,86907,2018,37998,FALSE
960,Kia,Stinger,55134,2018,26194,FALSE
961,Audi,Q5,69117,2018,30998,FALSE
962,Chevrolet,Bolt EV,38739,2018,25735,FALSE
963,Honda,Accord,46270,2019,27998,FALSE
964,Chevrolet,Equinox,26654,2019,26998,FALSE
965,Toyota,Corolla,77970,2018,17995,FALSE
966,Tesla,Model S,63718,2014,30990,FALSE
967,Ford,Explorer,84540,2016,26998,FALSE
968,Toyota,Corolla,25161,2020,22998,FALSE
969,Honda,Pilot,42105,2017,36994,FALSE
970,Ford,F-150,29262,2018,37590,FALSE
971,Honda,Accord,90593,2016,19949,FALSE
972,Honda,CR-V,83596,2015,19787,FALSE
973,Toyota,Corolla,61652,2019,18965,FALSE
974,Ford,Fusion,20812,2019,27992,FALSE
975,Honda,CR-V,22091,2019,28988,FALSE
976,Nissan,Sentra,95597,2018,14991,FALSE
977,Tesla,Model S,53476,2017,74727,FALSE
978,Lexus,ES,41781,2014,22990,FALSE
979,Chevrolet,Silverado 1500,13267,2020,40590,FALSE
980,Toyota,Sequoia,177013,2002,6500,TRUE
981,Volkswagen,Passat,45894,2017,16998,FALSE
982,Toyota,RAV4,10831,2019,36998,FALSE
983,Porsche,Macan,24961,2018,46988,FALSE
984,Volvo,XC40,29877,2020,41394,FALSE
985,Kia,K5,18153,2021,32998,FALSE
986,BMW,M5,57055,2013,41998,FALSE
987,Ford,Escape,31718,2019,26991,FALSE
988,Toyota,Camry,38027,2018,23998,FALSE
989,Honda,Accord,65135,2018,30495,FALSE
990,Ram,1500,17143,2019,38590,FALSE
991,Ford,F-150,45985,2018,32998,FALSE
992,Ram,1500 Classic,76600,2019,28998,FALSE
993,Mercedes-Benz,C-Class,15580,2019,56750,FALSE
994,Subaru,Outback,47576,2018,30888,FALSE
995,Jeep,Wrangler,13718,2018,48988,FALSE
996,Mercedes-Benz,C-Class,29898,2019,33523,FALSE
997,GMC,Sierra 1500,48714,2018,41998,FALSE
998,Jeep,Wrangler,36574,2017,33998,FALSE
999,Ram,1500,65381,2016,26999,FALSE
1000,Toyota,Corolla,46109,2020,26988,FALSE
1001,Ford,F-150,102412,2015,29998,FALSE
1002,Toyota,Prius Prime,97521,2017,23988,FALSE
1003,Jeep,Wrangler,56232,2014,31673,FALSE
1004,Hyundai,Santa Fe Sport,70897,2017,19750,FALSE
1005,Hyundai,Elantra,16304,2018,21998,FALSE
1006,Chevrolet,Sonic,55466,2019,16991,FALSE
1007,Chevrolet,Silverado 1500,22486,2020,40999,FALSE
1008,Bentley,Arnage,46347,2005,43750,FALSE
1009,Kia,K5,18850,2021,27491,FALSE
1010,Ford,Explorer,41118,2018,32998,FALSE
1011,Dodge,Charger,101058,2015,15995,FALSE
1012,Subaru,Crosstrek,32616,2019,30125,FALSE
1013,Toyota,Corolla,23659,2020,21998,FALSE
1014,Toyota,Camry,27271,2017,22998,FALSE
1015,GMC,Acadia,43935,2019,30990,FALSE
1016,Dodge,Challenger,6441,2019,28988,FALSE
1017,Tesla,Model S,90072,2013,36318,FALSE
1018,Nissan,LEAF,1708,2021,36587,FALSE
1019,Chevrolet,Silverado 1500,21320,2020,45998,FALSE
1020,Honda,Accord,13430,2020,28998,FALSE
1021,Chevrolet,Silverado 1500,77773,2018,32998,FALSE
1022,Nissan,Rogue,42353,2018,22998,FALSE
1023,Ford,Fusion,30622,2019,26991,FALSE
1024,Subaru,Outback,27397,2019,29988,FALSE
1025,Subaru,Crosstrek,32679,2018,27995,FALSE
1026,Jeep,Wrangler,66116,2013,27630,FALSE
1027,Toyota,Corolla,23980,2020,21998,FALSE
1028,Honda,CR-V,24748,2018,29750,FALSE
1029,Honda,CR-V,25358,2017,29495,FALSE
1030,Honda,Accord,65626,2017,23998,FALSE
1031,Honda,Accord,72924,2011,15999,FALSE
1032,Mazda,CX-9,49740,2019,33988,FALSE
1033,Ford,Escape,42540,2019,24998,FALSE
1034,Ford,Fusion,14713,2020,22810,FALSE
1035,Nissan,Altima,56761,2017,20998,FALSE
1036,Honda,Civic,42910,2019,25900,FALSE
1037,Mercedes-Benz,S-Class,23815,2020,77995,FALSE
1038,Toyota,Highlander,66284,2019,30998,FALSE
1039,Jeep,Compass,43345,2018,24998,FALSE
1040,Toyota,RAV4,40017,2018,25998,FALSE
1041,Chevrolet,Silverado 1500,19981,2020,44991,FALSE
1042,Toyota,Tacoma,87916,2012,24999,FALSE
1043,Ford,Explorer,44146,2019,37991,FALSE
1044,Jeep,Wrangler,17341,2018,42990,FALSE
1045,Nissan,Altima,18129,2019,25998,FALSE
1046,Ford,Mustang,47599,2016,23900,FALSE
1047,Audi,A6,85539,2016,24998,FALSE
1048,BMW,X5,35315,2018,40998,FALSE
1049,Ford,Edge,20656,2020,31998,FALSE
1050,BMW,M4,28506,2019,66547,FALSE
1051,Porsche,Cayman,64027,2006,29988,FALSE
1052,Ram,1500,45233,2020,46697,FALSE
1053,Honda,CR-V,6566,2018,29998,FALSE
1054,Hyundai,Sonata,74289,2019,19888,FALSE
1055,Toyota,RAV4,39647,2019,32990,FALSE
1056,Hyundai,Sonata,163000,2010,4800,FALSE
1057,Dodge,Charger,47674,2019,29814,FALSE
1058,BMW,3 Series,72294,2013,15688,FALSE
1059,Toyota,Camry,27978,2019,29998,FALSE
1060,Nissan,Altima,15727,2020,24998,FALSE
1061,Honda,Odyssey,45415,2019,34995,FALSE
1062,Jeep,Compass,29127,2018,27495,FALSE
1063,Toyota,RAV4,35080,2018,29998,FALSE
1064,Honda,Accord,6199,2021,30473,FALSE
1065,Chevrolet,Silverado 1500,204847,2013,13500,FALSE
1066,BMW,3 Series,69804,2014,17400,FALSE
1067,Toyota,RAV4,33804,2018,28988,FALSE
1068,Chevrolet,Camaro,55405,2017,23494,FALSE
1069,Chevrolet,Malibu,61607,2020,22998,FALSE
1070,FIAT,500e,19004,2018,16335,FALSE
1071,Chevrolet,Tahoe,72392,2017,35998,FALSE
1072,Nissan,Armada,49546,2019,38998,FALSE
1073,Ford,Fusion,20143,2019,27999,FALSE
1074,Honda,Accord,52552,2015,18698,FALSE
1075,Ford,Mustang,61859,2015,28900,FALSE
1076,Honda,HR-V,42019,2019,22988,FALSE
1077,Chevrolet,Malibu,42392,2020,22998,FALSE
1078,Jeep,Compass,36788,2018,21454,FALSE
1079,Honda,Passport,19645,2021,34991,FALSE
1080,Porsche,Macan,34243,2018,47988,FALSE
